url,http_status,final_url,robots_allowed,canonical,meta_robots,title,h1,meta_description,word_count,jsonld_types,googlebot_status,outlinks
/politica-de-cookies,200,https://www.tukipass.com/politica-de-cookies,True,https://www.tukipass.com/politica-de-cookies,"index,follow,max-image-preview:large","Política de cookies
 | Tukipass.com",Política de cookies,"Conocé cómo TukiPass usa cookies necesarias, analíticas y de marketing, incluyendo Meta Pixel de organizadores.",536,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/politica-de-reembolsos,200,https://www.tukipass.com/politica-de-reembolsos,True,https://www.tukipass.com/politica-de-reembolsos,"index,follow,max-image-preview:large","Política de reembolsos, cancelaciones y arrepentimiento
 | Tukipass.com","Política de reembolsos, cancelaciones y arrepentimiento","Conocé cómo se gestionan reembolsos, cancelaciones, reprogramaciones y arrepentimiento en TukiPass.",711,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eliminacion-de-datos,200,https://www.tukipass.com/eliminacion-de-datos,True,https://www.tukipass.com/eliminacion-de-datos,"index,follow,max-image-preview:large","Eliminación de datos
 | Tukipass.com",Eliminación de datos,"Instrucciones para solicitar la eliminación de datos personales en TukiPass, incluyendo Facebook Login y Google Login.",572,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/defensa-al-consumidor,200,https://www.tukipass.com/defensa-al-consumidor,True,https://www.tukipass.com/defensa-al-consumidor,"index,follow,max-image-preview:large","Defensa al consumidor
 | Tukipass.com",Defensa al consumidor,"Información de defensa al consumidor, reclamos, arrepentimiento y canales de contacto de TukiPass.",468,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/llms.txt,200,https://www.tukipass.com/llms.txt,True,,,,,,363,,200,
/llms-full.txt,200,https://www.tukipass.com/llms-full.txt,True,,,,,,390,,200,
/recuperar-contrasena,200,https://www.tukipass.com/recuperar-contrasena,True,https://www.tukipass.com/recuperar-contrasena,"index,follow,max-image-preview:large",Olvidé mi contraseña | Tukipass.com,¿Olvidaste tu contraseña?,Forget Password Description,159,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/cliente/login,200,https://www.tukipass.com/login,True,https://www.tukipass.com/login,"noindex, follow","Ingresar
 | Tukipass.com",Bienvenido de vuelta,Login Description,173,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/recuperar-contrasena;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/organizador/login,200,https://www.tukipass.com/organizador/login,True,https://www.tukipass.com/organizador/login,"noindex, follow","Ingreso productor
 | Tukipass.com",Bienvenido de vuelta,Organizer Login Description,221,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?pricing=free,200,https://www.tukipass.com/eventos?pricing=free,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,242,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?event=;https://www.tukipass.com/eventos?pricing=free;https://www.tukipass.com/eventos?pricing=free&amp;category=conciertos-y-musica;https://www.tukipass.com/eventos?pricing=free&amp;category=conferencias;https://www.tukipass.com/eventos?pricing=free&amp;category=deportes;https://www.tukipass.com/eventos?pricing=free&amp;category=teatro-y-shows;https://www.tukipass.com/eventos?pricing=free&amp;dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?pricing=free&amp;dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/eventos?pricing=paid;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?pricing=paid,200,https://www.tukipass.com/eventos?pricing=paid,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,242,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?event=;https://www.tukipass.com/eventos?pricing=free;https://www.tukipass.com/eventos?pricing=paid;https://www.tukipass.com/eventos?pricing=paid&amp;category=conciertos-y-musica;https://www.tukipass.com/eventos?pricing=paid&amp;category=conferencias;https://www.tukipass.com/eventos?pricing=paid&amp;category=deportes;https://www.tukipass.com/eventos?pricing=paid&amp;category=teatro-y-shows;https://www.tukipass.com/eventos?pricing=paid&amp;dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?pricing=paid&amp;dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?category=36,200,https://www.tukipass.com/eventos,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,238,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?category=conciertos-y-musica;https://www.tukipass.com/eventos?category=conferencias;https://www.tukipass.com/eventos?category=deportes;https://www.tukipass.com/eventos?category=teatro-y-shows;https://www.tukipass.com/eventos?dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/eventos?event=;https://www.tukipass.com/eventos?pricing=free;https://www.tukipass.com/eventos?pricing=paid;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?dates=2026-01-01+a+2026-12-31,200,https://www.tukipass.com/eventos?dates=2026-01-01+a+2026-12-31,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,242,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;category=conciertos-y-musica;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;category=conferencias;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;category=deportes;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;category=teatro-y-shows;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;event=;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;pricing=free;https://www.tukipass.com/eventos?dates=2026-01-01%20a%202026-12-31&amp;pricing=paid;https://www.tukipass.com/eventos?dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?search=colombia,200,https://www.tukipass.com/eventos?search=colombia,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,238,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?search=colombia&amp;category=conciertos-y-musica;https://www.tukipass.com/eventos?search=colombia&amp;category=conferencias;https://www.tukipass.com/eventos?search=colombia&amp;category=deportes;https://www.tukipass.com/eventos?search=colombia&amp;category=teatro-y-shows;https://www.tukipass.com/eventos?search=colombia&amp;dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?search=colombia&amp;dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/eventos?search=colombia&amp;event=;https://www.tukipass.com/eventos?search=colombia&amp;pricing=free;https://www.tukipass.com/eventos?search=colombia&amp;pricing=paid;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?page=2,200,https://www.tukipass.com/eventos?page=2,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,238,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?page=2&amp;category=conciertos-y-musica;https://www.tukipass.com/eventos?page=2&amp;category=conferencias;https://www.tukipass.com/eventos?page=2&amp;category=deportes;https://www.tukipass.com/eventos?page=2&amp;category=teatro-y-shows;https://www.tukipass.com/eventos?page=2&amp;dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?page=2&amp;dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/eventos?page=2&amp;event=;https://www.tukipass.com/eventos?page=2&amp;pricing=free;https://www.tukipass.com/eventos?page=2&amp;pricing=paid;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/eventos?sort=oldest,200,https://www.tukipass.com/eventos?sort=oldest,True,https://www.tukipass.com/eventos,"index,follow,max-image-preview:large",Eventos en Argentina · Entradas y Tickets Online | Tukipass.com,Eventos para elegirsin perder tiempo,Event  Description,238,Organization|WebSite,200,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?sort=oldest&amp;category=conciertos-y-musica;https://www.tukipass.com/eventos?sort=oldest&amp;category=conferencias;https://www.tukipass.com/eventos?sort=oldest&amp;category=deportes;https://www.tukipass.com/eventos?sort=oldest&amp;category=teatro-y-shows;https://www.tukipass.com/eventos?sort=oldest&amp;dates=2026-08-21%20a%202026-08-21;https://www.tukipass.com/eventos?sort=oldest&amp;dates=2026-08-28%20a%202026-08-30;https://www.tukipass.com/eventos?sort=oldest&amp;event=;https://www.tukipass.com/eventos?sort=oldest&amp;pricing=free;https://www.tukipass.com/eventos?sort=oldest&amp;pricing=paid;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/minitk-dosmilera-en-la-troja-rumba-2000-en-buenos-aires,404,https://www.tukipass.com/minitk-dosmilera-en-la-troja-rumba-2000-en-buenos-aires,True,https://www.tukipass.com/minitk-dosmilera-en-la-troja-rumba-2000-en-buenos-aires,"noindex,follow",Página no encontrada | Tukipass.com,404 — Página no encontrada,La página que buscás no existe o fue movida. Volvé al inicio para seguir explorando eventos en Tukipass.,152,Organization|WebSite,404,https://www.tukipass.com;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
/colombia-vs-uzbekistan-rumba-y-fiesta-fan-fest-mundial-2026-en-palermo/118,200,https://www.tukipass.com/colombia-vs-uzbekistan-rumba-y-fiesta-fan-fest-mundial-2026-en-palermo/118,True,https://www.tukipass.com/colombia-vs-uzbekistan-rumba-y-fiesta-fan-fest-mundial-2026-en-palermo/118,"index,follow,max-image-preview:large",Colombia vs Uzbekistán: Rumba y Fiesta Fan Fest Mundial | Tukipass.com,Colombia vs Uzbekistán: Rumba y Fiesta Fan Fest Mundial 2026 en Palermo,"Colombia vs Uzbekistán: Rumba y Fiesta Fan Fest Mundial 2026 en Palermo en CABA, Buenos Aires, Argentina el 17 de junio de 2026. Viví el debut de Colombia en",1068,Organization|WebSite|Event|BreadcrumbList,200,https://www.tukipass.com;https://www.tukipass.com/addto/wishlist/118;https://www.tukipass.com/blog;https://www.tukipass.com/contacto;https://www.tukipass.com/defensa-al-consumidor;https://www.tukipass.com/eliminacion-de-datos;https://www.tukipass.com/eventos;https://www.tukipass.com/eventos?category=fiestas;https://www.tukipass.com/login;https://www.tukipass.com/organizadores;https://www.tukipass.com/politica-de-cookies;https://www.tukipass.com/politica-de-privacidad;https://www.tukipass.com/politica-de-reembolsos;https://www.tukipass.com/preguntas-frecuentes;https://www.tukipass.com/registro;https://www.tukipass.com/sobre-nosotros;https://www.tukipass.com/terminos-y-condiciones
